Date,Year,Month,Day,Daily Rainfall Total (mm),Mean Temperature (°C),Mean Humidity (%)
2017-08-15,2017,8,15,0.2,27.3,81.2
2017-08-16,2017,8,16,0.0,28.1,76.8
2017-08-17,2017,8,17,14.0,27.3,83.1
2017-08-18,2017,8,18,29.4,27.3,87.1
2017-08-19,2017,8,19,4.8,28.1,82.7
2017-08-20,2017,8,20,0.0,28.8,80.8
2017-08-21,2017,8,21,0.0,28.8,80.6
2017-08-22,2017,8,22,5.2,27.2,82.7
2017-08-23,2017,8,23,0.0,29.0,76.8
2017-08-24,2017,8,24,0.0,28.8,79.9
2017-08-25,2017,8,25,1.2,27.8,82.2
2017-08-26,2017,8,26,0.0,28.5,78.8
2017-08-27,2017,8,27,1.8,27.5,83.9
2017-08-28,2017,8,28,3.2,28.1,80.8
2017-08-29,2017,8,29,0.6,26.7,85.4
2017-08-30,2017,8,30,0.6,27.7,82.1
2017-08-31,2017,8,31,0.0,28.4,81.5
2017-09-01,2017,9,1,0.0,29.0,78.5
2017-09-02,2017,9,2,0.0,29.0,78.2
2017-09-03,2017,9,3,0.0,29.0,77.5
2017-09-04,2017,9,4,0.4,28.6,80.0
2017-09-05,2017,9,5,10.4,28.2,82.8
2017-09-06,2017,9,6,20.2,26.6,88.5
2017-09-07,2017,9,7,0.0,28.0,81.6
2017-09-08,2017,9,8,0.0,27.9,82.8
2017-09-09,2017,9,9,2.6,27.9,81.3
2017-09-10,2017,9,10,3.8,27.7,85.3
2017-09-11,2017,9,11,14.0,26.9,87.1
2017-09-12,2017,9,12,0.0,28.4,83.3
2017-09-13,2017,9,13,0.0,29.1,78.8
2017-09-14,2017,9,14,0.0,28.7,79.0
2017-09-15,2017,9,15,0.0,28.3,81.0
2017-09-16,2017,9,16,19.2,27.7,80.1
2017-09-17,2017,9,17,3.0,28.4,79.8
2017-09-18,2017,9,18,16.8,26.9,85.9
2017-09-19,2017,9,19,3.8,26.3,88.4
2017-09-20,2017,9,20,4.0,27.0,84.0
2017-09-21,2017,9,21,3.2,26.8,80.1
2017-09-22,2017,9,22,0.0,28.7,76.8
2017-09-23,2017,9,23,8.8,28.8,78.9
2017-09-24,2017,9,24,3.2,28.0,79.1
2017-09-25,2017,9,25,0.0,28.9,77.9
2017-09-26,2017,9,26,1.0,27.6,82.8
2017-09-27,2017,9,27,1.8,27.2,84.6
2017-09-28,2017,9,28,0.2,28.0,82.9
2017-09-29,2017,9,29,8.4,27.5,83.2
2017-09-30,2017,9,30,0.4,27.8,80.6
2017-10-01,2017,10,1,2.2,27.1,87.0
2017-10-02,2017,10,2,0.2,27.9,82.8
2017-10-03,2017,10,3,3.2,27.3,88.5
2017-10-04,2017,10,4,7.8,26.0,87.5
2017-10-05,2017,10,5,0.2,27.8,81.1
2017-10-06,2017,10,6,0.0,28.6,81.3
2017-10-07,2017,10,7,2.0,27.8,83.5
2017-10-08,2017,10,8,16.8,26.6,88.8
2017-10-09,2017,10,9,31.4,27.8,83.0
2017-10-10,2017,10,10,7.0,27.6,86.0
2017-10-11,2017,10,11,2.2,28.2,80.8
2017-10-12,2017,10,12,11.6,27.3,85.5
2017-10-13,2017,10,13,1.0,27.2,84.6
2017-10-14,2017,10,14,0.0,29.2,72.3
2017-10-15,2017,10,15,0.0,29.3,79.8
2017-10-16,2017,10,16,0.0,28.5,80.9
2017-10-17,2017,10,17,0.2,29.7,72.2
2017-10-18,2017,10,18,0.0,29.7,79.2
2017-10-19,2017,10,19,0.0,29.7,75.4
2017-10-20,2017,10,20,0.0,29.3,77.1
2017-10-21,2017,10,21,0.2,28.9,81.1
2017-10-22,2017,10,22,0.4,28.3,81.4
2017-10-23,2017,10,23,0.0,28.0,82.7
2017-10-24,2017,10,24,8.2,27.7,87.9
2017-10-25,2017,10,25,0.8,27.6,85.4
2017-10-26,2017,10,26,10.6,27.5,87.7
2017-10-27,2017,10,27,4.0,26.6,88.3
2017-10-28,2017,10,28,0.0,27.9,80.9
2017-10-29,2017,10,29,8.2,26.5,88.0
2017-10-30,2017,10,30,0.0,26.8,87.8
2017-10-31,2017,10,31,3.4,25.9,90.2
2017-11-01,2017,11,1,0.6,27.3,85.0
2017-11-02,2017,11,2,0.0,27.7,82.6
2017-11-03,2017,11,3,1.4,28.1,79.5
2017-11-04,2017,11,4,6.4,27.5,86.0
2017-11-05,2017,11,5,0.8,28.0,84.0
2017-11-06,2017,11,6,42.6,26.4,91.3
2017-11-07,2017,11,7,1.8,26.6,91.3
2017-11-08,2017,11,8,0.2,27.4,83.7
2017-11-09,2017,11,9,33.2,26.2,90.7
2017-11-10,2017,11,10,21.8,25.7,90.9
2017-11-11,2017,11,11,10.6,25.8,94.4
2017-11-12,2017,11,12,19.6,27.3,87.6
2017-11-13,2017,11,13,4.2,27.6,85.8
2017-11-14,2017,11,14,45.0,25.8,91.9
2017-11-15,2017,11,15,0.0,27.3,84.2
2017-11-16,2017,11,16,18.0,27.9,86.4
2017-11-17,2017,11,17,3.2,26.9,87.6
2017-11-18,2017,11,18,11.4,27.5,87.0
2017-11-19,2017,11,19,0.2,27.9,85.5
2017-11-20,2017,11,20,11.2,27.1,87.8
2017-11-21,2017,11,21,13.8,25.8,93.3
2017-11-22,2017,11,22,0.0,27.9,83.4
2017-11-23,2017,11,23,6.2,26.5,88.8
2017-11-24,2017,11,24,1.0,26.4,88.8
2017-11-25,2017,11,25,0.0,28.0,82.4
2017-11-26,2017,11,26,0.0,27.1,86.8
2017-11-27,2017,11,27,3.4,26.0,90.2
2017-11-28,2017,11,28,0.4,27.3,82.7
2017-11-29,2017,11,29,14.0,27.2,84.9
2017-11-30,2017,11,30,0.0,27.9,78.0
2017-12-01,2017,12,1,0.0,28.0,81.5
2017-12-02,2017,12,2,1.0,28.1,85.4
2017-12-03,2017,12,3,0.6,28.3,84.5
2017-12-04,2017,12,4,14.0,27.0,91.5
2017-12-05,2017,12,5,3.2,27.7,88.1
2017-12-06,2017,12,6,3.6,27.8,84.3
2017-12-07,2017,12,7,32.4,26.4,91.0
2017-12-08,2017,12,8,0.0,26.9,83.1
2017-12-09,2017,12,9,0.6,26.0,86.8
2017-12-10,2017,12,10,8.6,27.5,82.9
2017-12-11,2017,12,11,9.2,27.1,84.9
2017-12-12,2017,12,12,31.6,26.0,93.2
2017-12-13,2017,12,13,69.8,26.1,91.5
2017-12-14,2017,12,14,0.8,26.8,89.4
2017-12-15,2017,12,15,19.0,26.8,89.8
2017-12-16,2017,12,16,0.0,27.5,82.6
2017-12-17,2017,12,17,0.0,27.6,79.6
2017-12-18,2017,12,18,0.4,27.6,76.9
2017-12-19,2017,12,19,0.4,26.3,83.3
2017-12-20,2017,12,20,0.0,26.9,82.2
2017-12-21,2017,12,21,0.0,27.6,76.6
2017-12-22,2017,12,22,51.6,27.3,79.4
2017-12-23,2017,12,23,4.0,27.4,85.3
2017-12-24,2017,12,24,0.0,26.3,84.8
2017-12-25,2017,12,25,23.0,26.6,87.3
2017-12-26,2017,12,26,5.2,26.6,87.8
2017-12-27,2017,12,27,15.4,26.2,88.1
2017-12-28,2017,12,28,9.0,26.8,87.6
2017-12-29,2017,12,29,0.0,27.7,84.8
2017-12-30,2017,12,30,4.4,26.8,90.2
2017-12-31,2017,12,31,63.4,25.0,99.3
2018-01-01,2018,1,1,32.2,24.8,97.2
2018-01-02,2018,1,2,0.8,25.5,92.8
2018-01-03,2018,1,3,2.0,26.6,91.1
2018-01-04,2018,1,4,0.2,26.1,91.7
2018-01-05,2018,1,5,1.0,26.0,89.0
2018-01-06,2018,1,6,0.0,26.8,87.0
2018-01-07,2018,1,7,0.0,26.8,87.1
2018-01-08,2018,1,8,45.8,26.4,87.0
2018-01-09,2018,1,9,1.8,27.2,85.3
2018-01-10,2018,1,10,29.8,24.5,94.7
2018-01-11,2018,1,11,10.4,23.9,90.5
2018-01-12,2018,1,12,9.8,23.1,94.1
2018-01-13,2018,1,13,42.2,23.0,93.4
2018-01-14,2018,1,14,6.8,23.4,87.8
2018-01-15,2018,1,15,1.4,25.2,86.1
2018-01-16,2018,1,16,0.0,26.2,82.6
2018-01-17,2018,1,17,0.0,27.2,81.4
2018-01-18,2018,1,18,0.0,27.2,80.3
2018-01-19,2018,1,19,2.6,26.8,82.6
2018-01-20,2018,1,20,22.8,26.4,87.3
2018-01-21,2018,1,21,0.6,27.2,84.3
2018-01-22,2018,1,22,5.6,27.5,84.1
2018-01-23,2018,1,23,6.8,26.8,86.6
2018-01-24,2018,1,24,1.0,26.7,84.1
2018-01-25,2018,1,25,0.6,26.6,85.9
2018-01-26,2018,1,26,0.6,26.4,88.3
2018-01-27,2018,1,27,6.6,27.1,86.0
2018-01-28,2018,1,28,12.2,26.3,87.0
2018-01-29,2018,1,29,0.0,27.7,78.6
2018-01-30,2018,1,30,40.8,26.9,85.3
2018-01-31,2018,1,31,2.6,27.2,82.8
2018-02-01,2018,2,1,0.0,28.1,79.6
2018-02-02,2018,2,2,13.0,25.4,92.8
2018-02-03,2018,2,3,0.0,27.0,83.1
2018-02-04,2018,2,4,0.6,26.9,79.8
2018-02-05,2018,2,5,0.0,27.1,75.9
2018-02-06,2018,2,6,0.0,26.6,73.9
2018-02-07,2018,2,7,0.0,26.1,77.4
2018-02-08,2018,2,8,0.0,26.4,74.3
2018-02-09,2018,2,9,0.0,26.3,71.9
2018-02-10,2018,2,10,0.0,26.2,73.6
2018-02-11,2018,2,11,0.0,26.8,71.9
2018-02-12,2018,2,12,0.0,27.2,70.1
2018-02-13,2018,2,13,0.0,27.0,77.2
2018-02-14,2018,2,14,0.0,26.8,79.6
2018-02-15,2018,2,15,0.2,27.3,80.9
2018-02-16,2018,2,16,0.0,27.3,82.2
2018-02-17,2018,2,17,0.0,27.6,79.9
2018-02-18,2018,2,18,0.0,27.6,77.8
2018-02-19,2018,2,19,0.0,27.5,77.0
2018-02-20,2018,2,20,0.0,28.0,74.9
2018-02-21,2018,2,21,0.0,28.0,77.4
2018-02-22,2018,2,22,0.0,28.2,76.1
2018-02-23,2018,2,23,0.8,28.1,78.9
2018-02-24,2018,2,24,0.2,26.1,85.4
2018-02-25,2018,2,25,0.0,27.4,81.0
2018-02-26,2018,2,26,0.0,27.5,78.9
2018-02-27,2018,2,27,0.0,27.6,80.1
2018-02-28,2018,2,28,0.0,28.4,77.3
2018-03-01,2018,3,1,0.0,28.1,78.8
2018-03-02,2018,3,2,3.2,27.8,84.5
2018-03-03,2018,3,3,0.0,28.6,77.7
2018-03-04,2018,3,4,0.0,28.3,79.0
2018-03-05,2018,3,5,0.0,28.6,77.6
2018-03-06,2018,3,6,0.0,28.7,76.6
2018-03-07,2018,3,7,5.8,26.4,86.9
2018-03-08,2018,3,8,0.6,26.6,86.6
2018-03-09,2018,3,9,0.0,28.4,76.7
2018-03-10,2018,3,10,15.2,27.3,82.9
2018-03-11,2018,3,11,0.0,28.0,76.7
2018-03-12,2018,3,12,0.0,28.0,78.9
2018-03-13,2018,3,13,0.0,28.2,77.5
2018-03-14,2018,3,14,0.0,28.3,75.8
2018-03-15,2018,3,15,0.0,28.5,76.3
2018-03-16,2018,3,16,0.0,28.7,76.8
2018-03-17,2018,3,17,0.0,28.9,75.3
2018-03-18,2018,3,18,0.0,28.8,74.7
2018-03-19,2018,3,19,0.0,28.9,74.0
2018-03-20,2018,3,20,0.0,28.9,73.2
2018-03-21,2018,3,21,0.0,28.0,78.8
2018-03-22,2018,3,22,0.0,29.0,73.1
2018-03-23,2018,3,23,0.0,28.8,72.2
2018-03-24,2018,3,24,0.0,28.3,74.8
2018-03-25,2018,3,25,7.0,26.7,86.2
2018-03-26,2018,3,26,0.0,28.5,80.1
2018-03-27,2018,3,27,10.2,25.4,88.8
2018-03-28,2018,3,28,1.2,26.9,82.6
2018-03-29,2018,3,29,0.2,26.7,84.8
2018-03-30,2018,3,30,0.8,26.9,82.7
2018-03-31,2018,3,31,0.4,27.9,84.9
2018-04-01,2018,4,1,0.8,27.8,82.7
2018-04-02,2018,4,2,0.0,28.5,79.2
2018-04-03,2018,4,3,0.0,28.7,75.1
2018-04-04,2018,4,4,0.0,28.6,72.9
2018-04-05,2018,4,5,0.0,28.7,74.0
2018-04-06,2018,4,6,3.8,28.1,79.3
2018-04-07,2018,4,7,1.4,28.2,77.7
2018-04-08,2018,4,8,0.0,28.9,75.8
2018-04-09,2018,4,9,0.0,29.1,75.3
2018-04-10,2018,4,10,0.0,28.7,77.8
2018-04-11,2018,4,11,0.0,29.3,75.8
2018-04-12,2018,4,12,0.0,29.7,74.2
2018-04-13,2018,4,13,0.0,29.7,76.6
2018-04-14,2018,4,14,0.4,28.4,79.6
2018-04-15,2018,4,15,14.0,27.5,84.8
2018-04-16,2018,4,16,1.6,26.6,88.8
2018-04-17,2018,4,17,0.2,28.8,77.8
2018-04-18,2018,4,18,0.0,29.0,77.8
2018-04-19,2018,4,19,0.6,28.2,81.3
2018-04-20,2018,4,20,0.0,28.5,80.2
2018-04-21,2018,4,21,0.2,27.6,83.7
2018-04-22,2018,4,22,0.0,28.3,82.7
2018-04-23,2018,4,23,7.4,27.6,86.3
2018-04-24,2018,4,24,0.0,28.7,77.1
2018-04-25,2018,4,25,0.0,30.2,68.3
2018-04-26,2018,4,26,14.0,28.4,83.7
2018-04-27,2018,4,27,12.0,26.5,90.3
2018-04-28,2018,4,28,0.2,27.7,84.3
2018-04-29,2018,4,29,0.0,29.8,78.4
2018-04-30,2018,4,30,4.6,29.1,80.2
2018-05-01,2018,5,1,6.8,27.3,88.0
2018-05-02,2018,5,2,0.6,28.0,84.4
2018-05-03,2018,5,3,14.2,28.5,81.5
2018-05-04,2018,5,4,0.0,29.3,78.0
2018-05-05,2018,5,5,0.0,29.5,76.0
2018-05-06,2018,5,6,0.0,29.8,76.3
2018-05-07,2018,5,7,0.0,29.5,77.0
2018-05-08,2018,5,8,0.0,30.1,70.9
2018-05-09,2018,5,9,0.0,30.4,71.2
2018-05-10,2018,5,10,0.0,29.4,75.1
2018-05-11,2018,5,11,0.0,29.7,72.4
2018-05-12,2018,5,12,0.2,30.0,70.8
2018-05-13,2018,5,13,1.2,28.7,78.0
2018-05-14,2018,5,14,0.0,28.9,76.8
2018-05-15,2018,5,15,0.8,29.1,77.6
2018-05-16,2018,5,16,5.0,28.0,82.5
2018-05-17,2018,5,17,0.0,29.1,79.6
2018-05-18,2018,5,18,1.2,28.5,80.6
2018-05-19,2018,5,19,3.0,27.9,84.5
2018-05-20,2018,5,20,0.2,27.4,88.0
2018-05-21,2018,5,21,1.0,28.8,79.2
2018-05-22,2018,5,22,0.0,28.9,76.8
2018-05-23,2018,5,23,35.4,27.2,85.5
2018-05-24,2018,5,24,0.8,28.3,77.3
2018-05-25,2018,5,25,0.0,29.1,77.0
2018-05-26,2018,5,26,10.0,27.8,85.6
2018-05-27,2018,5,27,1.2,28.1,84.1
2018-05-28,2018,5,28,47.4,27.4,87.3
2018-05-29,2018,5,29,0.2,28.2,83.5
2018-05-30,2018,5,30,0.2,27.9,82.6
2018-05-31,2018,5,31,2.8,27.3,85.8
2018-06-01,2018,6,1,24.2,27.9,83.3
2018-06-02,2018,6,2,46.8,27.2,84.9
2018-06-03,2018,6,3,0.0,29.0,78.8
2018-06-04,2018,6,4,0.4,29.7,74.7
2018-06-05,2018,6,5,0.0,29.5,78.3
2018-06-06,2018,6,6,0.0,30.2,78.3
2018-06-07,2018,6,7,0.0,30.3,76.0
2018-06-08,2018,6,8,3.8,29.2,75.9
2018-06-09,2018,6,9,0.0,29.3,77.0
2018-06-10,2018,6,10,0.0,29.9,76.7
2018-06-11,2018,6,11,0.0,30.2,73.5
2018-06-12,2018,6,12,0.0,29.9,74.2
2018-06-13,2018,6,13,1.4,28.5,81.1
2018-06-14,2018,6,14,3.2,29.1,79.5
2018-06-15,2018,6,15,6.8,27.1,85.3
2018-06-16,2018,6,16,0.0,29.3,79.3
2018-06-17,2018,6,17,0.4,29.6,78.5
2018-06-18,2018,6,18,9.4,28.4,83.2
2018-06-19,2018,6,19,0.6,27.9,79.2
2018-06-20,2018,6,20,21.2,27.1,87.3
2018-06-21,2018,6,21,0.6,27.7,86.0
2018-06-22,2018,6,22,0.0,28.6,79.9
2018-06-23,2018,6,23,0.6,27.4,85.0
2018-06-24,2018,6,24,0.0,27.1,82.3
2018-06-25,2018,6,25,15.2,26.8,81.8
2018-06-26,2018,6,26,31.4,27.0,81.3
2018-06-27,2018,6,27,10.6,26.0,86.7
2018-06-28,2018,6,28,0.0,28.1,75.7
2018-06-29,2018,6,29,6.0,26.3,86.2
2018-06-30,2018,6,30,0.0,28.1,78.1
2018-07-01,2018,7,1,1.8,27.0,85.2
2018-07-02,2018,7,2,0.0,27.5,83.5
2018-07-03,2018,7,3,31.4,27.3,84.7
2018-07-04,2018,7,4,0.0,28.3,78.1
2018-07-05,2018,7,5,0.0,28.9,75.9
2018-07-06,2018,7,6,0.0,28.8,73.6
2018-07-07,2018,7,7,32.4,28.4,78.4
2018-07-08,2018,7,8,0.0,28.5,80.8
2018-07-09,2018,7,9,0.0,28.8,79.5
2018-07-10,2018,7,10,13.8,26.9,84.0
2018-07-11,2018,7,11,0.0,28.2,75.6
2018-07-12,2018,7,12,0.0,29.1,77.5
2018-07-13,2018,7,13,0.0,29.0,77.3
2018-07-14,2018,7,14,19.2,28.5,78.3
2018-07-15,2018,7,15,25.6,27.3,82.2
2018-07-16,2018,7,16,0.0,29.0,76.5
2018-07-17,2018,7,17,0.0,29.1,76.0
2018-07-18,2018,7,18,0.0,29.2,77.7
2018-07-19,2018,7,19,8.0,28.2,82.3
2018-07-20,2018,7,20,1.0,29.0,78.7
2018-07-21,2018,7,21,0.0,28.6,77.1
2018-07-22,2018,7,22,0.0,29.3,77.0
2018-07-23,2018,7,23,0.0,29.7,75.6
2018-07-24,2018,7,24,0.0,29.5,76.6
2018-07-25,2018,7,25,5.2,27.7,80.1
2018-07-26,2018,7,26,0.0,28.3,76.7
2018-07-27,2018,7,27,0.0,29.2,73.2
2018-07-28,2018,7,28,0.0,29.6,72.5
2018-07-29,2018,7,29,0.0,29.0,76.5
2018-07-30,2018,7,30,4.8,27.4,82.8
2018-07-31,2018,7,31,0.0,27.8,80.9
2018-08-01,2018,8,1,4.2,26.4,86.3
2018-08-02,2018,8,2,0.0,28.1,76.2
2018-08-03,2018,8,3,0.0,28.6,77.3
2018-08-04,2018,8,4,27.2,28.1,80.1
2018-08-05,2018,8,5,2.2,28.3,78.8
2018-08-06,2018,8,6,0.0,28.8,78.3
2018-08-07,2018,8,7,0.0,28.3,79.5
2018-08-08,2018,8,8,6.8,26.6,83.5
2018-08-09,2018,8,9,0.0,28.6,80.2
2018-08-10,2018,8,10,0.0,29.2,75.5
2018-08-11,2018,8,11,0.0,29.1,78.7
2018-08-12,2018,8,12,0.0,29.4,75.8
2018-08-13,2018,8,13,0.0,29.6,77.3
2018-08-14,2018,8,14,0.0,29.8,74.8
2018-08-15,2018,8,15,0.0,29.6,74.1
2018-08-16,2018,8,16,0.0,29.4,74.7
2018-08-17,2018,8,17,3.0,28.2,79.6
2018-08-18,2018,8,18,0.0,29.1,75.0
2018-08-19,2018,8,19,0.8,29.1,74.2
2018-08-20,2018,8,20,0.0,29.4,70.2
2018-08-21,2018,8,21,0.0,29.2,75.4
2018-08-22,2018,8,22,31.6,27.2,85.6
2018-08-23,2018,8,23,5.0,28.4,78.6
2018-08-24,2018,8,24,34.6,26.9,86.0
2018-08-25,2018,8,25,0.0,27.6,80.0
2018-08-26,2018,8,26,0.0,29.0,73.1
2018-08-27,2018,8,27,0.0,29.1,77.0
2018-08-28,2018,8,28,0.0,28.6,76.6
2018-08-29,2018,8,29,0.0,28.2,76.9
2018-08-30,2018,8,30,6.0,28.2,78.2
2018-08-31,2018,8,31,0.2,28.0,76.9
2018-09-01,2018,9,1,0.0,28.1,75.0
2018-09-02,2018,9,2,7.6,26.9,82.2
2018-09-03,2018,9,3,2.6,27.7,79.7
2018-09-04,2018,9,4,27.8,26.0,86.2
2018-09-05,2018,9,5,0.0,27.5,79.3
2018-09-06,2018,9,6,0.0,28.3,76.7
2018-09-07,2018,9,7,6.0,26.7,87.7
2018-09-08,2018,9,8,45.0,26.7,85.7
2018-09-09,2018,9,9,15.4,27.4,81.2
2018-09-10,2018,9,10,2.4,27.3,81.7
2018-09-11,2018,9,11,1.0,26.5,85.9
2018-09-12,2018,9,12,0.0,27.6,79.4
2018-09-13,2018,9,13,0.0,29.0,72.5
2018-09-14,2018,9,14,0.0,29.0,73.1
2018-09-15,2018,9,15,0.0,28.7,72.1
2018-09-16,2018,9,16,0.0,28.7,69.9
2018-09-17,2018,9,17,0.0,28.9,71.0
2018-09-18,2018,9,18,1.2,27.6,77.7
2018-09-19,2018,9,19,0.2,27.3,81.3
2018-09-20,2018,9,20,3.6,26.8,83.8
2018-09-21,2018,9,21,26.0,26.5,83.6
2018-09-22,2018,9,22,5.6,27.1,83.0
2018-09-23,2018,9,23,0.0,28.7,74.5
2018-09-24,2018,9,24,0.0,28.9,74.5
2018-09-25,2018,9,25,0.0,29.0,74.0
2018-09-26,2018,9,26,0.0,28.7,76.4
2018-09-27,2018,9,27,0.0,29.4,76.2
2018-09-28,2018,9,28,0.0,29.5,72.9
2018-09-29,2018,9,29,0.0,29.3,73.8
2018-09-30,2018,9,30,0.0,29.3,73.4
2018-10-01,2018,10,1,0.0,29.5,72.3
2018-10-02,2018,10,2,0.0,29.5,72.3
2018-10-03,2018,10,3,0.0,29.7,71.2
2018-10-04,2018,10,4,0.0,30.1,68.4
2018-10-05,2018,10,5,0.0,29.9,69.2
2018-10-06,2018,10,6,8.8,28.3,79.7
2018-10-07,2018,10,7,11.0,27.3,83.2
2018-10-08,2018,10,8,4.8,27.4,85.2
2018-10-09,2018,10,9,45.4,26.8,86.4
2018-10-10,2018,10,10,60.6,26.5,87.2
2018-10-11,2018,10,11,1.2,27.0,85.7
2018-10-12,2018,10,12,58.8,26.2,88.3
2018-10-13,2018,10,13,2.4,26.6,86.8
2018-10-14,2018,10,14,4.2,25.6,91.9
2018-10-15,2018,10,15,0.0,28.0,79.3
2018-10-16,2018,10,16,0.0,27.8,79.6
2018-10-17,2018,10,17,8.2,27.4,82.7
2018-10-18,2018,10,18,4.6,26.9,80.0
2018-10-19,2018,10,19,4.8,28.2,75.3
2018-10-20,2018,10,20,9.2,28.8,76.2
2018-10-21,2018,10,21,0.0,29.1,74.9
2018-10-22,2018,10,22,0.0,28.7,77.3
2018-10-23,2018,10,23,0.0,27.9,78.4
2018-10-24,2018,10,24,0.8,27.5,80.3
2018-10-25,2018,10,25,0.0,27.4,82.8
2018-10-26,2018,10,26,0.0,28.6,77.8
2018-10-27,2018,10,27,3.6,27.6,83.6
2018-10-28,2018,10,28,5.2,26.9,88.3
2018-10-29,2018,10,29,0.4,27.9,83.9
2018-10-30,2018,10,30,0.4,28.3,82.1
2018-10-31,2018,10,31,0.0,27.6,81.1
2018-11-01,2018,11,1,0.2,26.4,86.6
2018-11-02,2018,11,2,7.8,26.8,82.5
2018-11-03,2018,11,3,0.4,27.5,82.8
2018-11-04,2018,11,4,3.4,27.8,83.1
2018-11-05,2018,11,5,0.4,27.8,81.8
2018-11-06,2018,11,6,3.8,27.0,83.4
2018-11-07,2018,11,7,12.0,27.7,80.2
2018-11-08,2018,11,8,5.4,27.5,83.1
2018-11-09,2018,11,9,1.6,26.8,88.2
2018-11-10,2018,11,10,0.0,27.6,82.8
2018-11-11,2018,11,11,0.8,26.9,86.9
2018-11-12,2018,11,12,12.4,27.5,83.3
2018-11-13,2018,11,13,2.4,27.1,84.2
2018-11-14,2018,11,14,2.0,27.7,79.8
2018-11-15,2018,11,15,4.6,26.6,87.3
2018-11-16,2018,11,16,0.8,27.6,84.1
2018-11-17,2018,11,17,18.4,27.2,84.2
2018-11-18,2018,11,18,7.4,26.5,87.8
2018-11-19,2018,11,19,20.6,26.9,83.8
2018-11-20,2018,11,20,4.0,27.7,81.2
2018-11-21,2018,11,21,13.2,26.4,86.3
2018-11-22,2018,11,22,2.0,26.9,84.5
2018-11-23,2018,11,23,4.0,27.5,84.4
2018-11-24,2018,11,24,0.0,28.2,79.6
2018-11-25,2018,11,25,4.8,27.6,84.2
2018-11-26,2018,11,26,14.4,27.5,83.9
2018-11-27,2018,11,27,9.6,26.6,87.9
2018-11-28,2018,11,28,0.0,28.2,80.3
2018-11-29,2018,11,29,5.6,28.0,84.2
2018-11-30,2018,11,30,7.6,27.3,87.2
2018-12-01,2018,12,1,7.0,27.0,85.8
2018-12-02,2018,12,2,0.4,27.5,82.6
2018-12-03,2018,12,3,2.6,26.9,87.8
2018-12-04,2018,12,4,0.0,27.8,84.2
2018-12-05,2018,12,5,2.8,27.6,85.2
2018-12-06,2018,12,6,4.6,27.1,87.0
2018-12-07,2018,12,7,1.0,27.4,83.5
2018-12-08,2018,12,8,0.0,28.1,80.7
2018-12-09,2018,12,9,0.0,28.4,81.5
2018-12-10,2018,12,10,0.2,27.4,84.5
2018-12-11,2018,12,11,33.2,26.6,88.4
2018-12-12,2018,12,12,0.2,27.3,84.3
2018-12-13,2018,12,13,0.0,26.5,87.1
2018-12-14,2018,12,14,0.0,26.9,83.3
2018-12-15,2018,12,15,0.0,27.2,82.5
2018-12-16,2018,12,16,43.8,26.3,87.3
2018-12-17,2018,12,17,0.0,27.3,80.2
2018-12-18,2018,12,18,0.2,27.9,81.0
2018-12-19,2018,12,19,0.2,28.0,80.6
2018-12-20,2018,12,20,15.6,27.4,82.8
2018-12-21,2018,12,21,3.2,27.5,84.1
2018-12-22,2018,12,22,0.0,28.1,79.4
2018-12-23,2018,12,23,0.6,27.9,78.7
2018-12-24,2018,12,24,0.0,28.1,80.0
2018-12-25,2018,12,25,0.2,27.8,80.8
2018-12-26,2018,12,26,0.2,28.6,73.3
2018-12-27,2018,12,27,0.0,27.9,76.6
2018-12-28,2018,12,28,0.0,29.2,70.7
2018-12-29,2018,12,29,0.0,28.4,77.2
2018-12-30,2018,12,30,17.4,28.0,80.4
2018-12-31,2018,12,31,39.2,27.1,86.3
2019-01-01,2019,1,1,0.0,28.2,74.7
2019-01-02,2019,1,2,0.0,29.1,69.0
2019-01-03,2019,1,3,0.0,29.6,70.5
2019-01-04,2019,1,4,0.0,29.7,65.0
2019-01-05,2019,1,5,0.0,28.0,81.9
2019-01-06,2019,1,6,0.0,28.6,78.9
2019-01-07,2019,1,7,0.0,28.9,75.0
2019-01-08,2019,1,8,0.6,28.2,80.3
2019-01-09,2019,1,9,0.0,28.5,79.1
2019-01-10,2019,1,10,0.0,28.6,74.5
2019-01-11,2019,1,11,5.8,27.9,78.8
2019-01-12,2019,1,12,0.0,28.1,75.2
2019-01-13,2019,1,13,0.0,28.0,77.5
2019-01-14,2019,1,14,0.0,27.9,78.7
2019-01-15,2019,1,15,0.0,28.3,73.4
2019-01-16,2019,1,16,0.0,28.1,75.5
2019-01-17,2019,1,17,16.2,26.9,83.8
2019-01-18,2019,1,18,38.2,25.8,87.2
2019-01-19,2019,1,19,0.0,27.2,78.3
2019-01-20,2019,1,20,0.0,28.1,76.3
2019-01-21,2019,1,21,1.4,27.8,77.0
2019-01-22,2019,1,22,0.0,27.6,75.3
2019-01-23,2019,1,23,0.2,28.0,74.4
2019-01-24,2019,1,24,0.0,27.6,74.4
2019-01-25,2019,1,25,0.4,27.2,75.2
2019-01-26,2019,1,26,0.0,27.4,74.0
2019-01-27,2019,1,27,0.0,27.9,75.4
2019-01-28,2019,1,28,0.6,26.8,83.2
2019-01-29,2019,1,29,0.2,27.8,79.8
2019-01-30,2019,1,30,0.0,27.8,74.8
2019-01-31,2019,1,31,0.0,27.6,76.8
2019-02-01,2019,2,1,0.0,28.1,76.3
