Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Mean Humidity (%)
Changi,2019,2,5,0,0,0,0,28.2,32.4,25.6,11.5,35.6,75.2
Changi,2019,2,6,0,0,0,0,27.7,32.3,24.7,12.2,35.3,73.9
Changi,2019,2,7,0,0,0,0,28.1,33,24.8,11.9,37.1,73.9
Changi,2019,2,8,0,0,0,0,28.7,33.8,25.8,11.9,33.8,74.9
Changi,2019,2,9,0,0,0,0,28.8,34.1,25.8,10.8,37.1,74.5
Changi,2019,2,10,0,0,0,0,28.5,32.9,26,14,43.6,74.7
Changi,2019,2,11,0,0,0,0,27.7,32,24.7,13.3,39.6,68.8
Changi,2019,2,12,0,0,0,0,28.3,33.3,24.6,10.8,32.8,71.3
Changi,2019,2,13,0,0,0,0,28.8,32.9,26.5,14.8,38.2,74.8
Changi,2019,2,14,0,0,0,0,28.5,33.6,26.1,16.2,43.2,73.8
Changi,2019,2,15,0,0,0,0,27.9,32.9,26,13,34.9,72.8
Changi,2019,2,16,0,0,0,0,28.2,33.3,25.2,12.6,33.5,72.1
Changi,2019,2,17,9.2,4.4,5,7,27.2,33.2,23,8.3,27,78.9
Changi,2019,2,18,8.6,6,7.4,7.6,26.8,30.5,21.9,7.2,24.8,80.8
Changi,2019,2,19,13.4,11.6,13.4,13.4,28,32.4,25.7,10.4,29.9,78.5
Changi,2019,2,20,0,0,0,0,28.2,32.2,25.7,9.7,30.6,77.2
Changi,2019,2,21,0,0,0,0,28.6,32.7,26.1,13.7,35.3,74.2
Changi,2019,2,22,0,0,0,0,28.6,33.5,25.6,12.2,32.8,75.9
Changi,2019,2,23,0,0,0,0,28.3,32.7,25.6,11.5,34.9,72.4
Changi,2019,2,24,0,0,0,0,28,32.7,25.1,11.2,34.2,73.2
Changi,2019,2,25,0,0,0,0,28.6,33.6,25.6,12.2,34.2,75
Changi,2019,2,26,0,0,0,0,28.7,32.5,26.4,16.2,38.2,77.1
Changi,2019,2,27,0.2,0.2,0.2,0.2,28,32.1,26.1,13.3,41.4,75.9
Changi,2019,2,28,0,0,0,0,28.3,32.6,26.1,12.2,37.8,76.6
Changi,2019,1,1,0,0,0,0,28.2,33.4,25.1,6.5,26.3,74.7
Changi,2019,1,2,0,0,0,0,29.1,33,25.4,9,33.5,69
Changi,2019,1,3,0,0,0,0,29.6,32.9,26.2,13,43.9,70.5
Changi,2019,1,4,0,0,0,0,29.7,33.4,27,8.6,31,65
Changi,2019,1,5,0,0,0,0,28,31.9,26.5,7.9,28.8,81.9
Changi,2019,1,6,0,0,0,0,28.6,31.9,26.4,13,35.3,78.9
Changi,2019,1,7,0,0,0,0,28.9,32.6,26.3,15.5,35.3,75
Changi,2019,1,8,0.6,0.6,0.6,0.6,28.2,31.5,26,12.2,29.9,80.3
Changi,2019,1,9,0,0,0,0,28.5,32.2,26.1,13.3,37.8,79.1
Changi,2019,1,10,0,0,0,0,28.6,32.3,26,13,35.6,74.5
Changi,2019,1,11,5.8,3.2,3.2,3.4,27.9,32.1,24.7,11.5,37.1,78.8
Changi,2019,1,12,0,0,0,0,28.1,32.2,25,10.8,31.3,75.2
Changi,2019,1,13,0,0,0,0,28,32.4,25.5,10.4,32,77.5
Changi,2019,1,14,0,0,0,0,27.9,31.6,25.7,9.7,35.6,78.7
Changi,2019,1,15,0,0,0,0,28.3,32.2,25.6,9,27.7,73.4
Changi,2019,1,16,0,0,0,0,28.1,32.3,25.8,9.4,31.7,75.5
Changi,2019,1,17,16.2,8.8,9.4,9.4,26.9,32.6,23.8,7.9,31.7,83.8
Changi,2019,1,18,38.2,7.8,13.4,23,25.8,28.4,23.5,8.6,31.7,87.2
Changi,2019,1,19,0,0,0,0,27.2,31.1,24.6,9.4,33.1,78.3
Changi,2019,1,20,0,0,0,0,28.1,32.2,25.3,11.2,35.3,76.3
Changi,2019,1,21,1.4,1.4,1.4,1.4,27.8,31.9,25.9,10.1,33.8,77
Changi,2019,1,22,0,0,0,0,27.6,31,25.6,10.8,32,75.3
Changi,2019,1,23,0.2,0.2,0.2,0.2,28,31.4,25.6,14.4,47.5,74.4
Changi,2019,1,24,0,0,0,0,27.6,31.1,25.8,14.8,40.3,74.4
Changi,2019,1,25,0.4,0.4,0.4,0.4,27.2,30.2,25,12.2,34.2,75.2
Changi,2019,1,26,0,0,0,0,27.4,30.4,25.6,13.3,34.6,74
Changi,2019,1,27,0,0,0,0,27.9,31.3,25.7,13.3,39.2,75.4
Changi,2019,1,28,0.6,0.4,0.4,0.4,26.8,28.4,25.8,10.4,32,83.2
Changi,2019,1,29,0.2,0.2,0.2,0.2,27.8,31.8,26,13.7,38.2,79.8
Changi,2019,1,30,0,0,0,0,27.8,31.6,25.7,13.3,33.8,74.8
Changi,2019,1,31,0,0,0,0,27.6,31.6,25.2,10.4,34.2,76.8
