Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Mean Humidity (%)
Changi,2016,3,28,0,0,0,0,29.6,34,27,16.6,38.9,70.1
Changi,2016,3,29,0,0,0,0,29.3,33.7,27.3,15.1,40.3,71.1
Changi,2016,3,30,0,0,0,0,29.4,33.5,26.7,13,33.5,71.5
Changi,2016,3,31,0,0,0,0,29.6,33.8,26.9,13.3,32.8,70.7
Changi,2016,2,1,0,0,0,0,28.9,32.7,26.3,11.2,37.4,74.3
Changi,2016,2,2,10.6,5.2,6.8,9.2,27.7,31.7,24.9,9,33.8,79.4
Changi,2016,2,3,0,0,0,0,28.5,32.5,25.5,9.7,31,77.4
Changi,2016,2,4,0.2,0.2,0.2,0.2,28.2,31.7,26.3,9,27.4,80
Changi,2016,2,5,0,0,0,0,28.3,31.6,26,9.4,26.6,82.1
Changi,2016,2,6,1.8,1.2,1.2,1.2,28.7,32.4,26.5,15.1,43.9,81.5
Changi,2016,2,7,26.4,7.2,9.6,10,27,28.4,25.2,18.4,45.7,85.5
Changi,2016,2,8,0,0,0,0,27.7,29.7,26.3,14.8,41.8,75
Changi,2016,2,9,0,0,0,0,26.8,28.6,25.7,7.2,22.7,79.3
Changi,2016,2,10,0,0,0,0,26.7,28.6,25.4,9,32.4,82.5
Changi,2016,2,11,0.4,0.2,0.4,0.4,27.4,30.2,25.6,10.4,25.9,84.5
Changi,2016,2,12,0.6,0.4,0.4,0.6,27.6,32.1,24.2,9.4,34.6,81.8
Changi,2016,2,13,0,0,0,0,28.6,32.1,26.4,12.6,29.9,81.7
Changi,2016,2,14,1.2,1.2,1.2,1.2,28.6,32,26.6,10.4,30.6,81.2
Changi,2016,2,15,0,0,0,0,28.9,32.4,26.5,11.9,34.6,80.2
Changi,2016,2,16,0,0,0,0,28.7,31.9,26.9,16.2,42.8,76.3
Changi,2016,2,17,0,0,0,0,28.1,31.4,26.2,14.8,37.1,69.5
Changi,2016,2,18,0,0,0,0,27.8,31.5,25,10.1,34.9,77.2
Changi,2016,2,19,70.4,17,21.2,23.2,25.1,28.2,23.8,6.8,42.8,93
Changi,2016,2,20,2.6,0.6,1.2,1.6,26.7,29.9,24.7,8.6,32.8,86.9
Changi,2016,2,21,0,0,0,0,27.5,31,24.9,12.2,41.4,78.9
Changi,2016,2,22,0,0,0,0,28.2,31.9,25.5,11.9,33.1,73.7
Changi,2016,2,23,0,0,0,0,28,31.8,25.8,9.7,33.8,79
Changi,2016,2,24,71.8,24.4,44.6,55.4,25.9,29.5,23.3,8.3,45.4,89.7
Changi,2016,2,25,0,0,0,0,27.7,31.1,24.9,14,45,77.4
Changi,2016,2,26,0,0,0,0,28.4,31.6,26.2,15.1,38.2,72.3
Changi,2016,2,27,0,0,0,0,28.3,31.9,25.3,12.6,39.2,77.9
Changi,2016,2,28,0,0,0,0,28.5,31.9,26,14.8,42.1,76.5
Changi,2016,2,29,0,0,0,0,28.7,32,26.9,16.9,41.8,75.9
Changi,2016,1,1,2,0.6,0.6,0.6,27.5,29.8,25.2,10.8,37.4,84.7
Changi,2016,1,2,39.6,18.4,31,38.4,25.7,28,22.9,6.8,58.7,90.6
Changi,2016,1,3,16.6,3.8,6,9,25.4,26.8,24.5,5.4,22.3,92.4
Changi,2016,1,4,0,0,0,0,27.9,31.9,24.7,9.4,29.2,83.3
Changi,2016,1,5,0,0,0,0,28.7,32.1,26.2,10.8,29.9,79.4
Changi,2016,1,6,0,0,0,0,28.5,31.5,26.6,11.5,29.5,80.6
Changi,2016,1,7,0,0,0,0,28.7,31.9,26.8,13.3,31.7,76.8
Changi,2016,1,8,0,0,0,0,28.5,32.4,25.8,11.5,35.6,77.2
Changi,2016,1,9,1.8,1.8,1.8,1.8,28.5,32.1,26,11.9,33.8,79.2
Changi,2016,1,10,0,0,0,0,28.8,32.3,26.7,10.4,30.6,78.5
Changi,2016,1,11,0,0,0,0,28.8,32.5,25.9,10.1,31,78.4
Changi,2016,1,12,0,0,0,0,29,32.3,27,12.6,32.8,76.7
Changi,2016,1,13,0,0,0,0,29,32.6,26.8,11.9,33.5,77.5
Changi,2016,1,14,0.2,0.2,0.2,0.2,28.7,32.1,26.7,10.1,32.4,79.8
Changi,2016,1,15,5.6,5.2,5.4,5.4,28,32.1,26.2,6.5,32.8,82.7
Changi,2016,1,16,12.2,10.4,11.4,12.2,27.9,32.8,25.6,5.8,22.7,84.1
Changi,2016,1,17,33.4,24.6,29.4,31.4,27.4,31.8,23.8,5.8,25.6,86.8
Changi,2016,1,18,2.6,2.6,2.6,2.6,28.6,32.5,25.8,9,29.9,81.1
Changi,2016,1,19,2,2,2,2,28.5,32,26.5,9,35.6,79
Changi,2016,1,20,0.8,0.4,0.6,0.8,28.3,31.5,26.8,8.6,26.6,79.1
Changi,2016,1,21,0.6,0.4,0.4,0.4,28.3,31.8,26.9,8.6,29.9,78.1
Changi,2016,1,22,0,0,0,0,28.5,31.6,26.2,9.4,34.2,80
Changi,2016,1,23,0,0,0,0,28.7,32.5,26.6,10.8,32.4,78
Changi,2016,1,24,0,0,0,0,28.8,32.5,26.8,14.8,46.1,78
Changi,2016,1,25,2.6,2.4,2.4,2.6,28.4,32.2,26.6,14.8,64.8,77
Changi,2016,1,26,6,2.2,2.4,2.8,27.9,30.4,25,12.2,38.9,81.5
Changi,2016,1,27,1,1,1,1,28.8,32.2,26.4,12.2,31.7,79.7
Changi,2016,1,28,0,0,0,0,29,32.8,26.6,10.1,28.8,78.2
Changi,2016,1,29,0,0,0,0,28.6,32.3,26.2,10.8,39.6,80.3
Changi,2016,1,30,0,0,0,0,28.8,32.5,26.5,10.8,33.8,77.3
Changi,2016,1,31,0,0,0,0,28.8,32.6,26.6,10.4,33.8,75.3
